Word,Definition
배달증명(配達證明),배달증명(配達證明) 우체국에서 당해 우편물을 수신인에게 배달하였다는 것을 증명하는 우편물이다. 실무적으로 내용증명우편에 배달증명을 추가한다.
배당(配當),배당(配當) 사전적 의미에서 배당이란 재산을 일정한 기준에 따라서 분배하는 것을 말한다. 부동산경매에서 배당은 공동압류 또는 배당요구로 인하여 다수의 채권자가 경합하는 경우에 경락가액에서 권리의 우선순위에 따라 금액을 배당하는 것을 의미한다.
배임죄(背任罪),배임죄(背任罪) 배임죄란 타인의 사무를 처리하는 자가 그 임무에 위배하는 행위로써 재산상의 이익을 취득하거나 제3자로 하여금 이를 취득하게 하여 본인에게 손해를 가함으로써 성립하는 범죄를 말한다. 배임죄는 본인과 행위자 사이에 신임관계가 있음에도 불구하고 이에 위배하여 본인...
법률사실(法律事實),법률사실(法律事實) 법률사실이라 함은 법률요건을 이루는 개개의 요소인 사실을 의미한다. 즉 단독으로 혹은 다른 사실과 합쳐서 하나의 법률효과를 발생케 하는 사실이 법률사실이다. 예를 들면 불법행위는 고의 또는 과실로 인한 위법행위로 타인의 권리를 침해하여 손해를 입힘으로써 ...
법률요건(法律要件),"법률요건(法律要件) 법률요건이라 함은 권리변동 등 법률효과를 발생하게 하는 원인으로서 필요하고도 충분한 사실의 총체를 말한다. 예를 들면 매매는 당사자의 일방이 재산권을 상대방에게 이전할 것을 약속하고, 상대방이 이에 대하여 대금을 지급할 것을 약속함으로써 성립하는 법률요건..."
법률적규제(法律的規制) = 타율적규제(他律的規制),법률적규제(法律的規制) = 타율적규제(他律的規制) 법률적규제란 정부기관이 법률의 규정을 통해서 직접규제업무(直接規制業務)를 담당하여 중개업자에 대한 윤리적 수준을 높이려는 방법으로서 타율적 규제(他律的規制)라고도 한다. 이 법률적 규제는 비교적 단기간에 윤리적 수준향상의 효과가 ...
법률행위(法律行爲),"법률행위(法律行爲) 법률행위라 함은 의사표시를 요소로 하는 법률요건을 말한다. 일정한 법률효과의 발생을 목적으로 하는 1개 또는 수개의 의사표시로 된 행위(적법행위)이며, 법률요건 중에서 가장 중요하다. 법률행위의 성립요건은 당사자와 목적(내용), 의사표시인 바, 따라서 법률행위가..."
법인(法人),법인(法人) 법인이란 전형적인 권리능력의 주체인 자연인 이외의 것으로서 법인격(권리능력)이 인정된 것이다. 일정한 목적과 조직을 가진 사람의 결합인 단체(사단 또는 조합)와 일정한 목적을 위하여 조성된 재산(재단)도 각각 사회에서 중요한 역할을 담당하기 때문에 법률관계의 주체가 ...
법인세(法人稅),"법인세(法人稅) 법인세란 법인세법에 의해 국내에 본점 또는 주사무소를 둔 법인의 각 사업연도의 소득과 청산소득등에 대하여 부과하는 세금으로, 각 사업연도의 소득의 범위안에서 결손금, 비과세소득, 소득공제액을 순차로 공제한 금액이 과세표준이 된다. 법인세 과세대상 법인은 각 사..."
법정대리인(法定代理人),법정대리인(法定代理人) 본인의 대리권수여에 의하지 않고 법정대리권을 부여받은 자이다. 법정대리인은 미성년자의 친권자나 후견인 등과 같이 본인에 대하여 일정한 지위에 있는 자가 당연히 대리인이 되는 경우와 부재자의 재산관리인과 같이 법원의 선임에 의한 경우이다. 지정후견인과 ...
법정대위(法定代位),"법정대위(法定代位) 변제를 함에 있어서 정당한 이익을 갖는 자가 변제에 의하여 당연히 채권자에 대위하는 경우를 법정대위라고 한다(민법 제480조제1항). 변제를 함에 있어서 정당한 이익을 갖고 있는 자란 물상보증인이나 담보부동산의 제3취득자, 보증인, 연대채무자 등을 말한다. 이들은..."
법정매각조건(法定賣却條件),"법정매각조건(法定賣却條件) 경매법원이 경매부동산 매각조건으로서 법정매각조건은 이미 경매절차에서 공통적으로 법으로 정해진 매각조건을 의미한다. 따라서, 법정매각조건은 당사자가 임의로 변경을 할 수 없고 법원도 이에 저촉되는 조건으로 경매절차를 진행할 수 없다. 대표적인 법정매..."
법정지상권(法定地上權),"법정지상권(法定地上權) 법정지상권이라 함은 법률의 규정에 의하여 당연히 성립하는 지상권을 의미하는 것으로, 현행법상 법정지상권은 다음과 같은 경우에 발생한다. 
첫째, 대지와 건물이 동일한 소유자에 속한 경우에, 건물에 전세권을 설정한 후에, 토지소유자가 변경된 경우에 법정지상..."
법정해제권(法定解除權),법정해제권(法定解除權) 법률의 규정에 의하여 당연히 해제할 수 있는 권리가 발생하는 것이다. 약정해제권(約定解除權)과 대립되는 용어이다. 일반적으로 이행지체 등 채무의 불이행에 의한 해제권이 이에 해당하는데 매도인의 담보책임 등 특별한 규정(민법 제576조)에 의한 경우도 있고 사...
"베드타운(bed town) = 주택도시(住宅都市), 주거도시(住居都市)","베드타운(bed town) = 주택도시(住宅都市), 주거도시(住居都市) 베드타운이란 도시에서 직장을 갖지 않고 도시의 취업 인구의 대부분이 다른 도시에 있는 직장으로 통근하며, 야간에 잠만 자기 위해 돌아오는 형태의 도시를 말한다. 베드타운은 야간 인구에 비해 주간 인구는 현저하게 감..."
벽면선(壁面線),벽면선(壁面線) 벽면선이란 건축물의 1층 또는 특정층 벽면의 위치가 넘어서는 안되는 가상의 선을 말한다.
변경등기(變更登記),"변경등기(變更登記) 변경등기라 함은 등기와 실체관계간의 후발적 불일치를 시정하기 위하여 기존의 등기의 일부를 변경함을 목적으로 하는 등기로서, 종국등기의 일종이다. 광의로는, 등기가 된 후에 후발적으로 등기와 실체관계와의 사이에 불일치가 생긴 경우(예 : 지상권의 존속기간의 ..."
변연(變延),변연(變延) 변연이란 경매실무에서 사용되는 용어로서 경매의 변경과 연기를 합쳐 부르는 것이다. 경매의 변경이란 경매진행 절차상의 중요한 새로운 추가 또는 매각조건의 변경 등으로 권리가 변경되어 지정된 경매기일에 경매를 진행시킬 수가 없을 때 담당재판부가 직권으로 경매기일을...
"변제(辨濟, performance, payment)","변제(辨濟, performance, payment) 변제라 함은 채무의 내용인 급부가 실현됨으로써 채권이 만족을 얻게 되는 것을 말한다. 즉, 채무자가 채무의 내용에 따라 급부를 실현하는 행위로서, 변제가 있으면 채권자는 목적을 달성하고 채권은 소멸된다. 이행과 동의어이지만 이행은 채권의 효..."
변제공탁(辨濟供託),변제공탁(辨濟供託) 채무가 채무변제의 목적물을 채권자를 위하여 공탁소에 임치하여 그 채무를 면제하는 제도를 말한다. 변제기에 달한 채무를 변제하려해도 채권자의 변제 거절 등의 사유로 변제할 수 없는 경우 채권자의 협력없이 채무를 면할 수 있는데에 실익이 있다. 변제공탁을 하...
보류지(保留地),"보류지(保留地) 보류지라 함은 환지방식에 의하여 조성되는 토지 중에서 일반환지 대상토지 외의 토지를 말하여 체비지, 공공시설용지 및 기타 용지를 말한다(도시개발업무지침 제35조)."
보수청구권(報酬請求權),보수청구권(報酬請求權) 중개업자가 중개행위에 대한 대가로서 중개수수료와 실비를 청구할 수 있는 권리를 의미한다. 중개업법상 보수청구권은 중개수수료청구권과 실비청구권으로 구분된다.
보전녹지지역(保全綠地地域),"보전녹지지역(保全綠地地域) 도시계획구역 중 보전녹지지역은 자연환경ㆍ농지 및 산림의 보호, 보건위생, 보안과 도시의 무질서한 확산방지를 위하여 녹지의 보전이 필요한 녹지지역중 도시의 자연환경ㆍ경관ㆍ산림 및 녹지공간을 보전할 필요가 있는 지역을 의미한다(도시계획법시행령 제29조제..."
보전처분(保全處分),보전처분(保全處分) 보전처분이란 법원이 권리자의 집행보전과 손해방지를 목적으로 행하는 잠정적인 조치를 명하는 내용의 재판전부를 말한다. 보전처분에는 가압류와 가처분이 있다. 채권자가 강제집행절차를 밟아 권리의 종국적 실현을 얻으려면 판결 그 밖에 채무명의를 얻어야 하므로 필...
보존등기(保存登記),"보존등기(保存登記) 물권취득자가 자기의 권리를 보존하기 위하여서 하는 등기. 보통으로는 미등기부동산의 소유권 등기를 말한다. 이것은 부동산등기부표제부에 자기 또는 피상속인이 소유자로서 기재된 자, 판결에 의하여 자기의 소유권을 증명하려는 자, 수용에 의하여 소유권을 취득한 자..."
"보존재개발(Conservation, 保存再開發)","보존재개발(Conservation, 保存再開發) 주택재개발방식의 하나로 재개발대상지가 현재는 어느 정도 양호한 주거환경을 보유하고 있으나 가까운 장래에 악화될 염려가 있거나 역사적, 문화적으로 보존해야 될 건축물을 포함하는 경우가 있다. 여기서 용도를 규제하고 건축을 제한함으로써 재..."
보존지구(保存地區),"보존지구(保存地區) 도시계획구역 중 보존지구란 문화재, 중요 시설물 및 문화적ㆍ생태적으로 보존가치가 큰 지역의 보호와 보존을 위하여 필요한 지구를 의미한다(도시계획법 제33조제6호). 보존지구는 다음과 같이 구분된다(도시계획법시행령 제30조제3호). 
가. 문화자원보존지구 : 문화재와 문..."
보증기관(保證機關),보증기관(保證機關) 부동산중개업법에서의 보증기관이란 중개업자의 손해배상 책임을 보장하기 위하여 보증한 보증보험회사와 공제사업자 또는 공탁기관을 의미한다(령 제23조제2항).
보증보험(保證保險),"보증보험(保證保險) 부동산중개업법법 제19조제3항에서의 보증보험이란 중개업자의 손해배상의 보장을 목적으로 보증보험회사와 중개업자가 체결한 보험계약으로, 중개업자가 중개행위를 함에 있어서 고의 또는 과실로 인하여 중개의뢰인에게 재산상의 손해를 입힌 경우 그 손해를 보상하기 위하..."
보증채무(保證債務),보증채무(保證債務) 보증채무라 함은 채권자와 보증인 사이에 체결된 보증계약에 의하여 성립하는 채무로서 주채무자가 그 채무를 이행하지 않는 경우에 제3자인 보증인이 이를 이행하여야 하는 채무룰 말한다. 주채무와 동일한 내용을 지닌 종속된 채무로서 주채무를 담보하는 작용을 한다...
보충금(補充金),보충금(補充金) 보충금이란 부동산의 교환거래의 경우 낮은 가격의 부동산의 소유자가 교환의 대가로 상대방에게 보충하여 지급하는 금액의 의미로 사용된다. 예를들어 1억원의 부동산과 8천만원의 부동산을 상호 교환하기 위해서 8천만원의 부동산소유자가 8천만원의 부동산에 더하여 2천만원...
"보측(步測, pacing)","보측(步測, pacing) 보측이란 발걸음수로 개략적인 거리를 측정하는 방법을 말한다. 보통 성인 남자의 보폭은 75cm 정도이다."
보통세(普通稅),"보통세(普通稅) 조세수입의 용도에 따른 분류에 의한 명칭으로, 보통세란 조세수입이 일반경비에 충당하는 조세를 의미하며, 목적세를 제외한 모든 조세가 보통세에 포함된다."
"복대리(複代理, sub-agency, substitution)","복대리(複代理, sub-agency, substitution) 복대리란 대리인이 자기가 가지고 있는 대리권의 범위 내에서 특정한 자를 선임하여 그에게 권한 내의 행위의 전부 혹은 일부를 행하게 하는 것을 말한다. 즉, 대리인 자신의 이름으로 선임한 본래의 대리권 수여자인 본인의 대리인이다. 법정대..."
복성식평가법(復成式評價法) = 원가법(原價法),"복성식평가법(復成式評價法) = 원가법(原價法) 복성식평가법이라 함은 가격시점에 있어서 대상물건을 재생산 또는 재취득하는데 소요되는 재조달원가에 감가수정을 가하여 대상물건이 가지는 현재의 가격을 산정하는 방법을 말하며, 이 방법에 의하여 산정된 가격을 복성가격 혹은 적산가격이라..."
복임권(復任權),복임권(復任權) 복임권이라 함은 대리인이 복대리인을 선임할 수 있는 권한을 말한다. 법정대리의 경우에 언제나 복임권이 인정되나 임의대리의 경우에는 원칙적으로 인정되지 않으며 본인의 승낙이 있거나 부득이한 사유가 있을 경우에 한하여 인정하는데 불과하다. 복임권에 의거하여 복대...
복합단지(複合團地),"복합단지(複合團地) 지역균형개발및지방중소기업육성에관한법률에서 말하는 복합단지라함은 주거단지, 공업단지, 교육ㆍ연구단지, 문화단지, 관광단지, 유통시설, 기반시설등을 종합적으로 계획ㆍ개발하는 일단의 단지를 말한다(법 제2조제5호)."
본안판결(本案判決),본안판결(本案判決) 소(訴)에 의한 청구의 이유 또는 상소(上訴)에 의한 불복 신청 이유의 당부를 재판하는 종국판결을 말한다. 이에 대해 소송 판결은 소송 요건 또는 상소의 요건이 결정됨을 이유로 소 또는 상소를 부적합 각하(却下)하는 판결이다.
부가가치세(附加價値稅),"부가가치세(附加價値稅) 부가가치세는 영리목적의 유무에 불구하고 사업상 독립적으로 재화 또는 용역을 공급하는 자가 납세의무자이고 과세대상은 재화 또는 용역의 공급, 재화의 수입이다(부가가치세법1조 및 제2조). 
과세표준은 금전으로 대가를 받는 경우에는 그 대가, 금전이외의 대가를 ..."
부가통신사업(附加通信事業),"부가통신사업(附加通信事業) 부가통신사업은 기간통신사업자로부터 전기통신회선 설비를 임차하여 기간통신사업으로 규정된 전기통신역무 외의 전기통신역무 즉, PC통신, 인터넷, 전자우편(E-mail), 전자문서교환(EDI), 신용카드 검색, 컴퓨터 예약, 전화사서함서비스 등을 제공하는 사업이다(전기통..."
부기등기(附記登記),"부기등기(附記登記) 부기등기는 어떤 등기가 다른 기존의 등기(주등기)의 순위를 그대로 보유케 할 필요가 있는 경우에 대비하기 위하여 주등기의 번호를 그대로 사용하고, 주등기번호의 아래에 부기xx호라는 번호기재를 붙여서 행하여지는 등기이다. 부기등기와 다른 등기와의 순서는 주등..."
부담금(負擔金),부담금(負擔金) 특정한 공익사업으로부터 특별한 이익을 받은 자 또는 이해관계자에 대하여 그 사업에 소요되는 경비의 전부 또는 일부를 부담시키기 위하여 과하는 공법상의 금전급부 의무를 말한다. 부담금은 특정사업의 경비에 충당함을 목적으로 이해관계가 있는 자에게 과하는 것인 ...
부담율(負擔率) = 토지부담율(土地負擔率),부담율(負擔率) = 토지부담율(土地負擔率) 부담율 또는 토지부담율이란 구획정리방식의 도시개발에 있어 사업시행의 대가로 토지소유자가 부담하여야할 토지의 비율을 의미한다. 도시개발업무지침 제35조에서는 부담율을 책정하는 경우에는 공공시설부지면적을 명확히 파악함과 동시에 환지 전후의...
"부당이득(不當利得, unjust enrichment)","부당이득(不當利得, unjust enrichment) 부당이득이라 함은 법률상 원인 없이 타인의 재산이나 노무로 인하여 얻은 이득을 말한다. 예를 들면 채무자가 이중변제를 한다든가, 타인의 산림을 자기의 산림으로 오인하여 수목을 벌채하였을 경우이다. 부당이득은 손실자에게 그 이득을 반환하여..."
"부동산(不動産, real estate, immovables)","부동산(不動産, real estate, immovables) 민법 제99조제1항에서는 토지 및 그 정착물을 부동산이라고 정의한다. 토지의 정착물이란 토지에 부착된 건물이나 수목, 미분리과실, 농작물, 교량, 터널, 담장, 제방 등을 말한다. 우리나라에서는 건물을 독립한 부동산으로서 취급한다. 동산과 달..."
부동산등기특별조치법(不動産登記特別措置法),부동산등기특별조치법(不動産登記特別措置法) 부동산거래에 대한 실체적 권리관계에 부합하는 등기를 신청하도록 하기 위하여 부동산등기에 관한 특례등에 관한 사항을 정함으로써 건전한 부동산거래질서를 확립함을 목적으로 1990.8.1 법률제4244호로 제정된 법률이다. 소유권이전등기등 신청의무...
부동산매매업(不動産賣買業),"부동산매매업(不動産賣買業) 부가가치세법에서는 부동산매매업이란 건물을 신축하여 판매하는 경우를 포함해 부동산의 매매 또는 그 중개를 사업목적으로 나타내어 부동산을 판매하거나, 사업상의 목적으로 1과세기간 중에 1회 이상 부동산을 취득하고 2회 이상 판매하는 경우에는 부동산매매업..."
부동산실권리자명의등기에관한법률(不動産實權利者名義登記에關한法律),부동산실권리자명의등기에관한법률(不動産實權利者名義登記에關한法律) 부동산에 관한 소유권 기타 물권을 실체적 권리관계에 부합하도록 실권리자 명의로 등기하게 함으로써 부동산등기제도를 악용한 투기ㆍ탈세ㆍ탈법행위 등 반사회적 행위를 방지하고 부동산거래의 정상화와 부동산가격의 안정을 ...
부동산실명제(不動産實名制),부동산실명제(不動産實名制) 부동산실권리자명의등기에관한법률에 의거 부동산에 관한 소유권 기타 물권을 실체적 권리관계에 부합하도록 실권리자 명의로 등기하도록 규정한 제도를 의미한다.
부동산양도신고제도(不動産讓渡申告制度),부동산양도신고제도(不動産讓渡申告制度) 소득세법에서 정한 부동산의 유상양도로 부동산의 소유권을 이전하는 때에는 부동산의 거래내용을 납세지 관할세무서장에게 신고하는 제도를 의미한다(소득세법 제165조제1항).
"부동산투자신탁(不動産投資信託, REITs : Real Estate Investment Trusts)","부동산투자신탁(不動産投資信託, REITs : Real Estate Investment Trusts) 부동산투자신탁이란 부동산 투자를 전문으로하는 뮤추얼펀드로서, 다수의 투자자들로부터 금전을 위탁받아 부동산이나 부동산 관련 대출에 투자하고 그 부동산으로부터 발생하는 수익을 투자자들에게 배당하는 회사(co..."
"부동침하(不同沈下, uneven settlement) = 부등침하(不等沈下)","부동침하(不同沈下, uneven settlement) = 부등침하(不等沈下) 부동침하란 건축물의 기초가 장소에 따라 침하량이 다르게 나타나는 것을 의미한다. 부동침하가 발생하는 지상에 있는 건축물은 기울어지거나 벽에 균열이 발생하게된다."
부속건축물(附屬建築物),부속건축물(附屬建築物) 부속건축물이라 함은 동일한 대지안에서 주된 건축물과 분리된 부속용도의 건축물로서 주된 건축물의 용 또는 관리에 필요한 건축물을 말한다(건축법 제2조제12호).
부속용도(附屬用途),"부속용도(附屬用途) 부속용도라 함은 건축물의 주된용도의 기능에 필수적인 용도로서 다음의 1에 해당하는 용도를 말한다(건축법 제2조제14호). 
1. 건축물의 설비ㆍ대피 및 위생 기타 이와 유사한 시설의 용도 
2. 사무ㆍ작업ㆍ집회ㆍ물품저장ㆍ주차 기타 이와 유사한 시설의 용도 
3. 구내식당..."
부작위채무(不作爲債務),부작위채무(不作爲債務) 채무자가 어떤 일정한 행위를 하지 않는 것(소극적 급부)을 목적으로 하는 채무를 말한다. 예를 들면 상업상의 경쟁을 하지 않는 채무나 일조권을 침해할 건축을 하지 않는 채무 등이다. 작위채무와 대립하는 개념이다.
"부재지주(不在地主, absentee landlord)","부재지주(不在地主, absentee landlord) 자신의 소유토지나 소유 토지의 인근에 거주하고 있지 않은 토지소유자를 의미한다. 과거의 토지사기는 부재지주 소유의 토지를 대상으로 주민등록증 등을 위조한 사기들이 많았다. 따라서, 부재지주의 토지를 매수할 때는 일반의 거래와는 달리 주..."
부정형토지(不定形土地),"부정형토지(不定形土地) 부정형토지란 표준지공시지가 산정을 위한 조사시 토지의 형상을 표현하는 용어로서, 다각형 또는 부정형의 토지나 이와 비슷한 형상의 토지를 의미한다."
"부지(敷地, site)","부지(敷地, site) 부지란 도로나 하천, 건축물 등이 차지하는 토지를 의미한다. 통상은 구획된 일단의 획지를 말한다. 또한, 하나의 건축물 또는 용도상 불가분의 관계에 있는 둘 이상의 건축물의 일단의 토지를 의미하기도 한다."
부진정연대채무(不眞正連帶債務),"부진정연대채무(不眞正連帶債務) 부진정연대채무라 함은 수인의 채무자가 채무 전부를 각자 이행할 의무가 있고 그 중 1인의 이행으로 다른 채무자도 의무를 면하게 되는 점에서 연대 채무와 동일하지만, 각 채무자간에 채무를 공동으로 부담하고자 하는 주관적 관계성이 없는 연대채무를 ..."
부합(附合),"부합(附合) 부합이라 함은 소유자를 각각 달리하는 수개의 물건이 결합하여 1 개의 물건으로 되는 것으로, 분리시키려면 그 물건이 훼손되거나 과다한 비용을 들여야 하는 상태, 즉 물리적ㆍ사회적ㆍ경제적으로 보아서 분리불능의 상태가 되는 것을 말한다. 부합의 경과로 생성한 물건을 ..."
분뇨ㆍ폐기물처리시설,"분뇨ㆍ폐기물처리시설 건축법상의 용어로서 분뇨 및 쓰레기처리시설에는 분뇨ㆍ폐기물처리시설과 고물상, 폐기물재활용시설이 포함된다(건축법시행령 별표1)."
분묘기지권(墳墓基地權),분묘기지권(墳墓基地權) 분묘기지권은 분묘를 수호하고 봉제사하는 목적을 달성하는 데 필요한 범위 내에서 타인의 토지를 사용할 수 있는 권리를 의미하는 것으로서(대법원 1993.7.16. 선고 93다210 판결) 타인의 토지에 합법적으로 분묘를 설치한 자는 관습상 그 토지 위에 지상권에 유사...
분할(分割),분할(分割) 분할이라 함은 지적공부에 등록된 1필지를 2필지 이상으로 나누어 등록하는 것을 말한다(지적법 제2조제13호).
분할합병(分割合倂),분할합병(分割合倂) 분할합병이란 회사가 분할되어 그 일부가 다른 회사와 합병하여 그 다른 회사가 존속하는 경우 또는 다른 회사가 분할되어 그 일부가 회사와 합병하여 회사가 존속하는 경우를 의미한다(회사정리법 제225조의3본문).
"불법행위(不法行爲, tort)","불법행위(不法行爲, tort) 불법행위라 함은 고의 또는 과실로 타인에게 손해를 주는 위법행위를 말한다(민법 제750조). 불법행위로 인하여 생긴 손해는 가해자가 배상하여야 된다. 일반적 불법행위의 성립요건은 

- 가해자에게 고의나 과실이 있을 것 
- 행위자(가해자)에게 책임능력이 있을 ..."
불법행위능력(不法行爲能力) = 책임능력(責任能力),불법행위능력(不法行爲能力) = 책임능력(責任能力) 불법행위로 인한 손해배상의 책임을 질 수 있는 능력이다. 자연인에 대하여는 책임능력이라는 용어가 일반적으로 사용되고 불법행위능력이란 말은 주로 법인에 대하여 사용된다. 자연인의 불법행위능력인 책임능력은 민법 제753조 내지 제754...
불완전이행(不完全履行),불완전이행(不完全履行) 불완전이행이라 함은 채무자가 채무를 이행하기는 하였지만 그 이행이 채무의 내용에 좇은 완전한 것이 않은 것을 의미한다. 채무불이행의 한 형태이다. 불완전한 이행이 채무자의 고의나 과실에 의한 때에는 채권자는 그로 인하여 발생한 손해의 배상을 청구할 수...
불요식행위(不要式行爲),"불요식행위(不要式行爲) 법률행위를 구성하는 의사표시가 서면이나 그 밖의 일정한 방식에 따를 것을 요하는 것이 요식행위이며, 방식에 따를 것을 요하지 않는 것이 불요식행위이다. 우리나라 민법은 계약자유의 원칙을 인정하므로 법률행위의 방식은 자유이며, 불요식이 원칙이다. 즉 특정..."
비교방식(比較方式),비교방식(比較方式) 거래사례비교법에 의하여 대상물건의 가격을 구하는 방법과 임대사례비교법에 의하여 대상물건의 사용료를 구하는 방법을 말한다(공공용지의취득및손실보상에관한특례법시행규칙 제2조제11호).
비영리민간단체(非營利民間團體),"비영리민간단체(非營利民間團體) 비영리민간단체지원법에서 정하는 비영리민간단체라 함은 영리가 아닌 공익활동을 수행하는 것을 주된 목적으로 하는 민간단체로서 다음 각호의 요건을 갖춘 단체를 말한다(법 제2조). 
1. 사업의 직접 수혜자가 불특정 다수일 것 
2. 구성원 상호간에 이익분배..."
비영리민간단체지원법(非營利民間團體支援法),"비영리민간단체지원법(非營利民間團體支援法) 비영리민간단체지원법이란 비영리민간단체의 자발적인 활동을 보장하고 건전한 민간단체로의 성장을 지원함으로써 비영리민간단체의 공익활동증진과 민주사회발전에 기여함을 목적으로(동법 제1조), 2000.1.12일에 법률제6118호로 신규 제정된 법률이다. 이..."
비영리법인(非營利法人),"비영리법인(非營利法人) 비영리법인이란 학술ㆍ종교ㆍ자선ㆍ기예ㆍ사교 기타 영리 아닌 사업, 즉 경제적 이익을 도모하는 것이 아닌 사업을 목적으로 하는 사단법인 또는 재단법인을 말한다(민법 제32조). 우리 민법은 법인을 영리법인과 비영리법인으로 구분하고 있고, 비영리법인에는 공익법인..."
비율분석법(比率分析法),"비율분석법(比率分析法) 금융기관들은 투자에 대한 위험을 평가하기 위하여 현금수지를 분석하는 수단. 비율분석(比率分析：ratio analysis)의 수단은 대부비율(貸付比率：loan-to-value 또는 loan ratio)과 부채감당률(負債堪當率 : debt-coverage ratio), 채무불이행률(債務不履行率：default ratio)..."
비전형계약(非典型契約) = 무명계약(無名契約),비전형계약(非典型契約) = 무명계약(無名契約) 전형계약 이외의 계약이다. 전형적인 명칭이 없으므로 무명계약이라고도 한다. 계약자유의 원칙에 의하여 채권계약에서는 강행법규에 위반하지 않는 한 어떠한 비전형계약도 허용된다. 계약자유의 원칙에 의하여 전형계약 이외의 계약을 체결하는 ...
빈지(濱地),"빈지(濱地) 공유수면관리법상의 빈지(1999.2.8 법률제5914호로 개정되면서 ""바닷가""라는 용어로 바뀌었다)는 만조수위선으로부터 지적공부에 등록된 지역까지의 사이를 말하는 것으로 자연의 상태 그대로 공공용에 제공될 수 있는 실체를 갖추고 있는 이른바 자연공물로서 국유재산법상의 행정재산..."
사건번호(事件番號),"사건번호(事件番號) 법원의 각종 사건기록에 부여하는 번호를 의미한다. 사건에 관하여 최초에 붙인 사건번호와 사건명은 그 사건이 종국에 이르기까지 이를 사용한다. 사건번호는 서기 연수의 네 자리 아라비아 숫자, 사건별 부호문자와 진행번호인 아라비아 숫자로 표시한다. 부동산등 경..."
사권(私權),"사권(私權) 재산과 신분에 관하여 법률상 인정되는 권리로서 공권(公權)에 대응되는 단어. 다만, 사권이 인정되는 것은 사회의 향상발전은 위하여 필요하기 때문이며, 그 행사도 공공복리에 의하여 제한되며, 이에 반할 시는 권리의 남용으로 인정된다. 사권은 그 효력의 범위로 보아 절대..."
사다리형토지 = 제형토지,"사다리형토지 = 제형토지 사다리형토지 또는 제형토지란 표준지공시지가 산정을 위한 조사시 토지의 형상을 표현하는 용어로서, 사다리꼴 모양의 토지나 이와 비슷한 형상의 토지를 의미한다."
사도(私道),사도(私道) 개인이 소유하는 도로로서 공도(公道)와 대응되는 말. 사도법에서는 사도라 함은 도로법 규정에 의한 도로나 도로법의 준용을 받는 도로가 아닌 것으로서 그 도로에 연결되는 길을 의미한다(사도법 제2조). 사도는 통상 일획지의 일부(배면부분)를 분할한 경우의 전용사도 또는 ...
사면(赦免),"사면(赦免) 국가의 원수의 특권에 의하여 형벌권을 소멸시키거나 혹은 형벌권의 효력을 멸살(滅殺)하는 것을 말한다. 우리 헌법에서 대통령은 사면법이 정하는 바에 의하여 사면과 감형, 복권을 명할 수 있고 국회의 동의를 얻어 일반사면을 명할 수 있다. 이러한 사면 중에서 가장 중요..."
사방사업(砂防事業),"사방사업(砂防事業) 사방사업이라 함은 황폐지를 복구하거나 산지 기타 토지의 붕괴, 토사의 유출 또는 모래의 날림등을 방지 또는 예방하기 위하여 공작물을 설치하거나 식물을 파종ㆍ식재하는 사업 또는 이에 부수되는 경관의 조성이나 수원의 함양을 위한 사업을 말한다(사방사업법 제2..."
사방지(砂防地),"사방지(砂防地) 사방지라 함은 사방사업을 시행하였거나 시행하기 위한 지역으로서 사방사업법 제4조의 규정에 의하여 산림청장이 지정ㆍ고시한 지역을 말한다(사방사업법 제2조제4호). 사방지안에서는 산림청장의 허가를 받지 아니하고는 죽목의 벌채, 토석ㆍ나무뿌리 또는 풀뿌리의 채취, 가축..."
사법(私法),"사법(私法) 사법이라 함은 개인 상호간의 관계를 규율하는 법을 말한다. 공법이 권력관계의 법ㆍ공익에 관한 법ㆍ국가에 관한 법인데 반해 사법은 법과 대등한 관계의 법, 사익에 관한 법, 사인에 관한 법으로 볼 수 있다. 구체적으로 말하면 민법과 상법 그 밖의 민사특별법(어음법, ..."
사법인(私法人),"사법인(私法人) 사법상의 법인이라는 의미로서 회사나 비영리사단법인(非營利社團法人), 비영리재단법인(非營利財團法人)과 같이 그 내부의 법률관계(예컨대, 단체에 가입, 회비의 징수 등)에 국가 또는 공공단체의 강제적 권력작용이 가하여지지 않는 법인을 가리킨다"
사업계획승인(事業計劃承認),"사업계획승인(事業計劃承認) 재건축사업에서 사업계획승인은 재건축조합이 추진하고 있는 주택건설사업에 관한 일체의 사업내용(예컨대 조합원의 확정, 주택이나 복리시설의 규모/배치와 배분기준, 잉여건물의 처분방법 등)을 최종적으로 확정하고 승인하는 행정처분절차를 말한다. 사업계획승인은 ..."
사업소세(事業所稅),"사업소세(事業所稅) 사업소세는 도시등의 환경개선 및 정비에 필요한 비용에 충당하기 위하여 지방세법시행령이 정하는 지역내에 사업소를 둔 자에게 부과되는 지방세로서 납세의무자는 납기개시일 현재 사업소세과세대장에 등재된 사업주이다. 다만, 사업소용 건축물의 소유자와 사업주가 다른..."
사업시행인가(事業施行認可),"사업시행인가(事業施行認可) 주택재개발사업에서 사업시행인가는 사업시행계획으로 정한 내용을 실현토록 하는 절차로서, 시행인가를 받은 자는 당해 재개발사업을 시행할 수 있는 권리를 취득하게 되고, 재개발사업의 시행을 위한 범위 내에서 일정한 사항에 관하여 공권력을 행사할 수 있는..."
